cod_geo,País,Sigla,Institución,Nombre de la Iniciativa,Área,"Política, Planes, Programas, Iniciativas/Proyectos",Fecha,Finalidad,Descripción,Link ,Link 2
BR,Brasil,BR,Congreso Nacional ,"Ley No. 14.022 de 07 de julio de 2020. Modifica la Ley No. 13.979, de 6 de febrero de 2020, y prevé medidas para combatir la violencia doméstica y familiar contra las mujeres y combatir la violencia contra los niños, adolescentes, ancianos y personas con discapacidad durante la emergencia de salud pública de importancia internacional resultante del coronavirus responsable del brote de 2019",Violencia Doméstica/VIF,Política/Ley,07/07/2020,Atención y respuesta,"Modifica la Ley No 13.979, de 6 de febrero de 2020, y prevé medidas para combatir la violencia doméstica y familiar contra las mujeres y combatir la violencia contra los niños, adolescentes, ancianos y personas con discapacidad durante la emergencia de salud pública del coronavirus responsable del brote de 2019. Se extienden y mantienen, sin suspensión, los plazos procesales, la valoración de asuntos, la asistencia de las partes y el otorgamiento de medidas de protección relacionados con hechos de violencia doméstica y familiar cometidos contra mujeres, niños, adolescentes, ancianos y personas con discapacidad y son considerados de carácter urgente.",http://www.planalto.gov.br/CCIVIL_03/_Ato2019-2022/2020/Lei/L14022.htm,
CR,Costa Rica,CR,Línea de apoyo para hombres,Línea de apoyo para hombres - estrategias de prevención de violencia,Violencia Doméstica/VIF,Productos/Recursos,28/07/2020,Prevención,Infografía de prevención para comportamientos violentos de hombres.  Disponibilidad de líneas para atención de hombres durante pandemia. ,http://www.planovicr.org/caja-herramientas/linea-de-apoyo-para-hombres-wem,
BS,Bahamas,BT,Bahamas Crisis Centre,Línea de atención directa 24H,Violencia Doméstica/VIF,Proyectos/Iniciativas,26/03/2020,Atención y respuesta,Línea directa las 24 horas para la atención psicológica y emocional.,https://ewnews.com/crisis-centre-launches-covid-19-hotline,
BO,Bolivia ,BO,Policía ,Línea gratuita 800 11 3040 Familia Segura,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/04/2020,Atención y respuesta,"La línea gratuita 800 11 3040 Familia Segura es un servicio de atención y respuesta especializado en situaciones de violencia intrafamiliar y sexual o ayuda psico-emocional ante los efectos por pandemia de COVID-19 que brinda contención emocional, atención especializada en psicología clínica y psiquiatría (derivación). Asimismo, brinda información sobre medidas preventivas e instrucciones claras para evitar la propagación del virus COVID-19.",https://www.unicef.org/bolivia/comunicados-prensa/la-l%C3%ADnea-gratuita-familia-segura-cumple-un-mes-al-servicio-de-prevenir-la,
EC,Ecuador,EC,Policía Nacional,Lineamientos de atención en casos de “Violencia Intrafamiliar” durante la emergencia sanitaria,Violencia Doméstica/VIF,Proyectos/Iniciativas,22/03/2020,Atención y respuesta,"Procedimiento a seguir para presentar denuncias de violencia intrafamiliar y descripción de las acciones policiales que incluyen,  atención psicológica de la víctima, desalojo del agresor y patrullaje domiciliario.",https://www.policia.gob.ec/lineamientos-de-atencion-en-casos-de-violencia-intrafamiliar-durante-la-emergencia-sanitaria/,
MX,México,MX,Instituto Nacional de Desarrollo Social,"Lineamientos de Operación del Programa de Apoyo para Refugios Especializados para Mujeres Víctimas de Violencia de Género, sus Hijas e Hijos, para el ejercicio fiscal 2020",Violencia Doméstica/VIF,Planes y Programas,07/04/2020,Atención y respuesta,"Fortalecimiento del Programa de Apoyo para Refugios Especializados para Mujeres Víctimas de Violencia de Género, sus Hijas e Hijos, a través del traspaso de fondos y recursos presupuestarios. ",http://dof.gob.mx/nota_detalle.php?codigo=5591242&fecha=07/04/2020,
EC,Ecuador,EC,Consejo Nacional la Igualdad de Género,"Lineamientos del Consejo Nacional para la igualdad de género frente a la crisis sanitaria, para su implementación en las instituciones del Estado",Violencia Doméstica/VIF,Planes y Programas,15/05/2020,Integral,"Ofrece un diagnóstico en las diferentes áreas de políticas públicas y establece lineamientos generales para afrontar la crisis en educación y acceso a tics, empleo, mitigación de la pobreza, violencia basada en género, participación y comunicación.",https://www.igualdadgenero.gob.ec/wp-content/uploads/downloads/2020/05/LINEAMIENTOS-CNIG-CRISIS-SANITARIA-15-MAYO-2020.pdf,
CO,Colombia,CO,Ministerio de Tecnologías de la Información y las Comunicaciones,Lineamientos del Plan TIC “El Futuro Digital es de Todos”. Recomendaciones para los Planes de Desarrollo Territoriales 2020 - 2023,ciberbullying,Planes y Programas,01/03/2020,Prevención,"Texto propuesto por las autoridades TIC para orientar la articulación de los Planes Territoriales de Desarrollo con los lineamientos del Plan TIC 2019 – 2022, “El Futuro Digital es de Todos”.",https://www.mintic.gov.co/portal/604/articles-126556_recomendaciones.pdf,https://www.mintic.gov.co/portal/inicio/Sala-de-Prensa/Noticias/126650:Gobernaciones-y-alcaldias-fueron-asesoradas-en-la-implementacion-de-lineamientos-TIC-en-los-planes-de-desarrollo-territorial
CR,Costa Rica,CR,Ministerio de Salud,"Lineamientos generales para la atención diaria en Centros que brindan Servicios de Atención a Mujeres Víctimas de Violencia, sus Hijas e Hijos",Violencia Doméstica/VIF,Proyectos/Iniciativas,01/03/2020,Atención y respuesta,"Lineamientos generales para la atención diaria en Centros que brindan Servicios de Atención a Mujeres Víctimas de Violencia, sus Hijas e Hijos.",https://www.ministeriodesalud.go.cr/sobre_ministerio/prensa/docs/lineamientos_atencion_personas_ceaam_v1_20032020.pdf,
CO,Colombia,CO,Consejería Presidencial para la Equidad de la Mujer,Lineamientos para ajustes a los Planes de Desarrollo Territorial frente a la emergencia por COVID-19 y posibles líneas de acción ,Ciberbullying,Planes y Programas,-,Integral,"Recomendaciones para hacer ajustes a los procesos de planeación y presupuestación pública a través de la hoja de ruta central que de los planes de desarrollo.  Establecen un Marco de  territorios poner en marcha iniciativas concretas para potenciar el rol de las mujeres y sus derechos, así como para enfrentar las brechas de género, considerando el impacto del COVID-19. ",http://www.equidadmujer.gov.co/ejes/publicaciones/Lineamientos-ajustes-Planes-Desarrollo-Genero-Covid19.pdf,https://www.mintic.gov.co/portal/inicio/Sala-de-Prensa/Noticias/126650:Gobernaciones-y-alcaldias-fueron-asesoradas-en-la-implementacion-de-lineamientos-TIC-en-los-planes-de-desarrollo-territorial
CR,Costa Rica,CR,Sistema Nacional de Atención y Prevención de la Violencia contra la Mujer y la Violencia Intrafamiliar,Lineamientos para redes locales de prevención y atención de la violencia contra las mujeres y la violencia intrafamiliar,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/04/2020,Atención y respuesta,"Recomendaciones para las redes locales para la atención y prevención de la violencia contra las mujeres e intrafamiliar.  Entre ellas destacan continuidad de los servicios, recopilación y divulgación de la información, crear campañas y divulgar las líneas telefónicas. ",https://www.ccss.sa.cr/web/coronavirus/assets/materiales/personal/lineamientos/275.pdf,
BB,Barbados,BB,Ministry of People Empowerment and Elder Affairs,Líneas de emergencia y medidas con perspectiva de género,Violencia Doméstica/VIF,Proyectos/Iniciativas,04/04/2020,Atención y respuesta,"El Ministerio de Empoderamiento de las Personas y Asuntos de Ancianos alienta a cualquier persona que pueda ser víctima de violencia doméstica durante el cierre nacional, o que sepa de cualquier persona que pueda ser abusada durante este tiempo, a llamar a su línea de ayuda las 24 horas, 536-HOPE o 536- 4673.",https://gisbarbados.gov.bb/blog/victims-of-abuse-may-call-helpline-during-shut-down/,
CR,Costa Rica,CR,"Instituto Mixto de Ayuda Social - Instituto WEM (Masculinidad, sexualidad y pareja)",Masculinidades positivas durante el COVID-19. Manejo de conflictos en situaciones de emergencia,Violencia Doméstica/VIF,Productos/Recursos,-,Prevención,Infografía: Recomendaciones para el manejo de conflictos en situaciones de emergencia y distribución de responsabilidades en tareas domésticas y de cuido de las personas en el hogar.  ,http://www.planovicr.org/caja-herramientas/masculinidades-positivas-durante-el-covid-19,
CL,Chile,CL,Ministerio de la Mujer y la Equidad de Género,Material de consulta y derivación,Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Prevención,"Guía informativa dirigida a empresas sobre violencia intrafamiliar en situaciones de trabajo presencial y teletrabajo: definición, formas de identificar violencia intrafamiliar en el trabajo y en el hogar y canales de denuncia. ",https://iniciativaparidadgenero.cl/wp-content/uploads/2020/06/Material-de-consulta-y-derivaci%C3%B3n.pdf,
GT,Guatemala,GT,Ministerio Público,Medidas de prevención por violencia intrafamiliar,Violencia Doméstica/VIF,Proyectos/Iniciativas,14/05/2020,Atención y respuesta,Fortalecimiento de las medidas de prevención de delitos de violencia contra la mujer e intrafamiliar con afiches y materiales para visuales para reconocer la violencia y conocer los lugares para denunciar. ,https://mingob.gob.gt/fortalecen-medidas-de-prevencion-por-violencia-intrafamiliar/,
SV,El Salvador,SV,Procuraduría General de la República,"Medidas de prevención, atención y protección ante la emergencia por parte de la Procuraduría General de la República",Violencia Doméstica/VIF,Proyectos/Iniciativas,14/03/2020,Atención y respuesta,"Diseño de un protocolo de atención telefónica y digital, para facilitar atención psicológica en crisis a las mujeres víctimas de violencia. Activación de Mecanismos interinstitucionales de atención: 
-Coordinación con Juzgados de Paz y de Instrucción Vida Libre de Violencia.
- Asociación de Mujeres por la Dignidad y la Vida Las Dignas.
- Coordinación con Unimujer ODAC.
- Continuidad en forma virtual de grupos de autoayuda a través de la Unidad de atención especializada para las Mujeres y Psicosocial. 
- Disposición diversas líneas telefónicas",http://www.pgr.gob.sv/documentos/InformeRendicionCuentasPGRPeriodoEmergencia.pdf,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad",Medidas en materia de género y diversidad en el marco de la emergencia sanitaria,Violencia Doméstica/VIF,Planes y Programas,15/04/2020,Integral,"Reforzamiento de las acciones y dispositivos nacionales de atención destinadas a aquellas personas que estén en situaciones de violencia por motivos de género en contexto de distanciamiento social forzoso. En detalle, se reforzaron los canales de atención de la Línea 144, única línea de teléfono de alcance federal abocada a la atención, contención y asesoramiento integral de las personas en situación de violencia por motivos de género, sus familiares y su círculo de confianza. Asimismo, se generó otro canal de comunicación a través de la siguiente dirección de correo electrónico: linea144@mingeneros.gob.ar y https://www.argentina.gob.ar/aplicaciones/linea144-atencion-mujeres. También, se habilitaron líneas de contacto directo a través de WhatsApp para aquellas personas que no puedan llamar por teléfono: (+54) 1127716463 / 1127759047 / 1127759048. Finalmente, se crearon campañas sobre el programa y canales específicos para la vinculación directa con gobiernos provinciales, locales, y con las organizaciones de la sociedad civil, comunitarias y territoriales, a fin de fortalecer los hogares de protección integral y gestionar los recursos necesarios según las demandas que surjan en el marco de la emergencia.
",https://www.argentina.gob.ar/sites/default/files/medidasanteemergenciasanitaria_2.pdf,https://www.argentina.gob.ar/generos/medidas-en-materia-de-genero-y-diversidad-en-el-marco-de-la-emergencia-sanitaria
CO,Colombia,CO,Presidencia de la República,Medidas para frenar la Violencia Contra las Mujeres,Violencia Doméstica/VIF,Planes y Programas,26/06/2020,Atención y respuesta,"8 Medidas para enfrentar la violencia contra las mujeres:  1) Instalación de una sala de control y monitoreo exclusiva para combatir crímenes de violencias en contra de las mujeres. 2) El Consejo de Seguridad incorporará la violencia del sector en el monitoreo periódico para atención y prevención de violencias 3)Plataforma tecnológica con inteligencia artificial para prevención, atención y seguimiento a casos de violencias en contra de mujeres,  4) Unificación de las líneas telefónicas encargadas de atender el tema de violencias 5)  Formalización el Mecanismo Articulador para planes y proyectos de todos los ministerios y entidades nacionales para la promoción y garantía de los derechos de las mujeres.  Se implementará campaña contra el Machismo. 6) Proyecto de ley para el fortalecimiento de las comisarías de familia 7).  Implementación de protocolos para la prevención y atención del acoso sexual en las universidades 8)Programa para la estabilización socioeconómica de las mujeres víctimas de violencias.",https://mlr.vicepresidencia.gov.co/Paginas/prensa/2020/Gobierno-arrecia-medidas-para-frenar-violencia-contra-las-mujeres.aspx,
AR,Argentina,AR,Fiscalía General - Unidad Fiscal Especializada en Violencia contra las Mujeres,Medidas urgentes sugeridas a fiscales para casos de violencia de género durante el aislamiento,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/04/2020,Atención y respuesta,"Medidas urgentes sugeridas a fiscales para casos de violencia de género durante el aislamiento preventivo y obligatorio dispuesto a raíz de la pandemia por COVID-19.  Atención prioritaria, desplazamiento urgente y medidas cautelares.",https://www.mpf.gob.ar/ufem/files/2020/04/UFEM-Gui%CC%81a_actuacio%CC%81n_Covid-19.pdf,
UY,Uruguay,UY,Presidencia de la República,Medidas y acciones para atender la violencia intrafamiliar,Violencia Doméstica/VIF,Proyectos/Iniciativas,28/03/2020,Integral,"Medidas relativas a la prevención y respuesta en relación a situaciones de violencia hacia  niños, niñas y adolescentes en el actual contexto de aislamiento.
Algunas medidas con otras instituciones son: Acuerdo con la Suprema Corte de Justicia para que los juzgados especializados en violencia de género, tengan presente las fechas de caducidad de las medidas cautelares (los plazos para la colocación de las tobilleras, para la custodia policial, etc.). El Ministerio de Desarrollo Social (MIDES) acordó ampliar los cupos para madres con sus hijos que, por disposición de la justicia, deban abandonar sus hogares para ponerse a salvo. El Ministerio de Salud Pública (MSP) acordó un protocolo de actuación para los equipos de salud públicos y privados, tanto los que van a los domicilios como los que atiendan en las emergencias, para que puedan detectar posibles situaciones de violencia doméstica. El Ministerio de Educación y Cultura (MEC) acordó que a través de las Ceibalitas y de la Plataforma Crea, niños y niñas que sufran situaciones de violencia puedan realizar denuncias.
",https://www.gub.uy/ministerio-salud-publica/comunicacion/noticias/informe-situacion-relacion-coronavirus-covid-19-uruguay-1,https://www.presidencia.gub.uy/comunicacion/comunicacionnoticias/coronavirus-medidas-violencia-genero
MX,México,MX,Instituto Nacional de Desarrollo Social,"Mesa de Diálogo: ""Prevención de la violencia familiar en tiempos de contingencia""",Violencia Doméstica/VIF,Proyectos/Iniciativas,25/03/2020,Prevención,Video conferencia sobre el manejo de las emociones y las manifestaciones en el ámbito familiar durante la pandemia.,https://www.youtube.com/watch?v=F4bViaTRooE,https://www.youtube.com/watch?v=8Tq9XcE2Lqs
CO,Colombia,CO,Ministerio de Tecnologías de la Información y las Comunicaciones,Módulo Curricular sobre Bienestar Digital (Ciberacoso),Ciberbullying,Productos/Recursos,-,Prevención,"Módulo Nº3 de una serie de seis módulos elaborados por el programa Convivencia Digital que contiene información específica sobre el ciberacoso o ciberbullying: cómo protegerse del ciberacoso o ciberbullying, cómo prevenir y enfrentar el Grooming y las implicaciones del “sexting” o envío y recepción de mensajes sexuales.",https://www.enticconfio.gov.co/convivenciadigital/login/MOD3/1.1%20Mo%CC%81dulo3_1.pdf,
PA,Panamá,PA,Ministerio de Educación ,Módulo de formación y prevención de Ciberbullying,Ciberbullying,Productos/Recursos,15/05/2020,Prevención,"Módulo curricular que orienta sobre el uso apropiado de la tecnología y reconoce diferentes formas de peligros, riesgos y situaciones que se enfrentan al interactuar en redes sociales. ",http://www.educapanama.edu.pa/?q=los-peligros-del-ciberbuying,https://sertv.gob.pa/nacionalfm/comunicado-189/
EC,Ecuador,EC,Servicio Integrado de Seguridad ECU 91,Monitoreo de las denuncias recibidas al sistema de emergencia ECU 911 según categoría que incluyen violencia intrafamiliar,Violencia Doméstica/VIF,Proyectos/Iniciativas,12/03/2020,Información estadística,Sistema estadístico de llamadas de emergencia por violencia intrafamiliar al ECU 911.,https://app.powerbi.com/view?r=eyJrIjoiMTRiZGFiMzQtMjdlZS00YTI4LWE2MWUtNDllNzcwZDdhNzA3IiwidCI6IjczOWQ4ZGFiLWJjZDEtNDc0NS05Y2JkLWNlZGI0OTE3ZWNjNCIsImMiOjR9,
PE,Perú,PE,Ministerio Público,Monitoreo del Estado de Emergencia: feminicidio y feminicidio en grado de tentativa del 16 de marzo al 31 de mayo de 2020,Violencia Doméstica/VIF,Productos/Recursos,15/06/2020,Información estadística,"Monitoreo del accionar del Ministerio Público en el Marco de la Emergencia. Incluye una descripción desde el lado humano de las víctimas (hijos, educación, tipo de muerte) y generales de los victimarios.",https://observatorioviolencia.pe/wp-content/uploads/2020/06/Estadistica-Feminicidio-monitoreo-del-accionar-del-Ministerio-P%C3%BAblico-en-el-marco-de-la-declaraci%C3%B3n-del-Estado-de-Emergencia-ante-el-brote-del-COVID-19.pdf,
MX,México,MX,Comisión Nacional para Prever y Erradicar la Violencia contra las Mujeres (CONAVIM),Mujeres atendidas en los Centros de Justicia para las Mujeres,Violencia Doméstica/VIF,Productos/Recursos,01/04/2020,Información estadística,Mujeres atendidas en los Centros de Justicia para las Mujeres durante el primer trimestre de 2019 y 2020.,https://www.gob.mx/cms/uploads/attachment/file/550855/Mujeres_atendidas_en_CJM_2019_2020.pdf,
DM,Dominica,DM,Bureau of Gender Affairs Dominica,National Psychosocial Support Hotline,Violencia Doméstica/VIF,Proyectos/Iniciativas,22/04/2020,Atención y respuesta,"Disponibilidad de línea telefónica para atención y apoyo psicosocial. Incluye atención y consejos para casos de violencia domestica, ansiedad entre otros. ",https://m.facebook.com/bureauofgenderaffairs/photos/a.901269576623282/2938467259570160/?type=3&source=54,
BR,Brasil,BR,Polícia Civil do Distrito Federal,Norma de Servicio No. 10 de 14 de abril de 2020. Medidas y actuaciones policiales,Violencia Doméstica/VIF,Proyectos/Iniciativas,14/04/2020,Atención y respuesta,Establece como medidas urgentes e imprescindibles realizar llamadas ante casos de a) situaciones flagrantes; b) Investigaciones urgentes de niños presos ; c) Llamadas urgentes; d) audiencias sobre hechos graves; e) instrucciones necesarias para la instrucción de Medidas Cautelares.,https://www.tjdft.jus.br/institucional/imprensa/noticias/arquivos/sei_00052_00006388_2020_71.pdf,
VE,Venezuela,VN,"Investigaciones Científicas, Penales y Criminalísticas",Noticia: Denuncias de violencia intrafamiliar e infantil se han reducido,Violencia Doméstica/VIF,Productos/Recursos,22/05/2020,Información estadística,"EL cuerpo de Investigaciones Científicas, Penales y Criminalísticas (CICPC) ha registrado una reducción en 45% en los casos de violencia intrafamiliar e infantil. ",https://www.maracaibo.gob.ve/noticias/index.php/739-no-te-caleis-a-tu-agresor-podemos-ayudarte-codigo-violeta,
PE,Perú,PE,Poder Judicial,Noticia: medidas de protección decretadas durante la cuarentena,Violencia Doméstica/VIF,Productos/Recursos,-,Información estadística,Noticia donde el Poder Judicial manifiesta haber a emitido cerca de 1 mil 316 medidas de protección en favor de víctimas de violencia familiar en todo el país durante los días decretados en el Estado de Emergencia. ,https://www.pj.gob.pe/wps/wcm/connect/cortesuprema/s_cortes_suprema_home/as_inicio/as_enlaces_destacados/as_imagen_prensa/as_notas_noticias/2020/cs_n-medidas-de-proteccion-durante-cuarentena-01052020,
DO,República Dominicana,RD,Ministerio de la Mujer,Número de atenciones psicológicas y legales brindadas por el ministerio de la mujer ,Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Información estadística,Número de atenciones psicológicas y legales brindadas por el Ministerio de la Mujer de enero a junio de 2020.,https://mujer.gob.do/transparencia/phocadownload/Estadisticas/NoViolencia/2020/ESTADISTICAS%20NO%20VIOLENCIA%20%20ABRIL-JUNIO%202020.pdf,
SV,El Salvador,SV,Instituto Salvadoreño para el Desarrollo de la Mujer ,Número telefónico en casos de violencia contra las mujeres,Violencia Doméstica/VIF,Proyectos/Iniciativas,25/06/2020,Atención y respuesta,Número telefónico de WhatsApp y correo electrónico para atender  en casos de violencia contra las mujeres.,http://www.isdemu.gob.sv/images/phocadownload/Posiciona_avisos2020/Contactos_Emerg.COVID.pdf,
MX,México,MX,"Subsecretaría de Derechos Humanos, Población y Migración",Observaciones sobre Violaciones a Derechos Humanos durante la Contingencia Sanitaria por COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/04/2020,Atención y respuesta,"Documento informativo con las medidas adoptadas para prevenir y atender las violencias en el hogar durante la contingencia sanitaria, entre ellas:
- difundir acciones de prevención de las violencias a través de opciones de convivencias sanas y en paz, desarrollo de habilidades de diálogo, medidas de prevención del embarazo adolescente y ejercicio de los derechos sexuales y reproductivos;
- campañas de reconocimiento del trabajo de cuidados y de reconocimiento del trabajo doméstico colaborativo;
- concentrar en la Plataforma Nacional de Servicios la atención a las violencias que brinda las instituciones del Estado Mexicano, así como verificar y monitorear su adecuado funcionamiento; y,
- unificación de los esfuerzos de canalización de víctimas de violencia a través de la línea de emergencia nacional del 911 y capacitación de operadores.",https://www.gob.mx/cms/uploads/attachment/file/549605/OBSERVACIONES_SOBRE_VIOLACIONES_A_DERECHOS_HUMANOS_DURANTE_LA_CONTINGENCIA_SANITARIA_POR_COVID-19__1___1_.pdf,
BR,Brasil,BR,Ministerio de Justicia y Seguridad Pública,Ordenanza No. 340 de 22 de junio de 2020. Crea el Protocolo Nacional de Investigación y Experiencia en Crímenes de Feminicidios,Violencia Doméstica/VIF,Proyectos/Iniciativas,22/06/2020,Atención y respuesta,Protocolo de normalización en la investigación y experiencia de los delitos de feminicidio.,https://www.in.gov.br/en/web/dou/-/portaria-n-340-de-22-de-junho-de-2020-262969693,
BR,Brasil,BR,Ministerio de Justicia y Ciudadanía,Ordenanza No. 86 de 01 de junio de 2020. Aprueba recomendaciones generales para la atención de la mujer en situaciones de violencia doméstica y familiar en la red de asistencia social del Sistema Unificado de Asistencia Social ,Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Atención y respuesta,Aprueba recomendaciones generales para la atención de la mujer en situaciones de violencia doméstica y familiar en la red de asistencia social del Sistema Unificado de Asistencia Social - SUAS en el contexto de pandemia por COVID-19.,https://www.in.gov.br/en/web/dou/-/portaria-n-86-de-1-de-junho-de-2020-259638376,
PE,Perú,PE,Ministerio de Educación ,Orientaciones para atender casos de violencia durante el estado de emergencia por COVID-19,Ciberbullying,Productos/Recursos,25/04/2020,Prevención,"Recomendaciones para padres y madres de familia, personal educativo, directores y estudiantes en el contexto de Estado de la Agencia. ",http://www.dreapurimac.gob.pe/inicio/images/archiv-2020/DGP/null2.pdf,https://siga.regionlambayeque.gob.pe/docs/imgfckeditor18/Pautas%20para%20la%20atenci%C3%B3n%20de%20casos%20de%20violencia%20-%20Estado%20de%20emergencia.pdf
BO,Bolivia ,BO,Ministerio de Justicia,Orientaciones para la actuación de las defensorías de la niñez y adolescencia durante la emergencia sanitaria por COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,29/06/2020,Atención y respuesta,Guía de actuación para atender y proteger a menores en situación de vulnerabilidad. ,https://www.justicia.gob.bo/cms/files/R.M.%2047_ftpkwa1l.PDF,
PE,Perú,PE,Ministerio de Educación,Orientaciones para la atención de casos de violencia durante el Estado de Emergencia. Para el o la director(a) y responsable de convivencia escolar de la institución educativa ,Ciberbullying,Productos/Recursos,01/07/2020,Atención y respuesta,"Orientaciones y procedimientos a seguir para los directores y responsables de la convivencia escolar de la institución educativa.  Entre ellas destacan contactar a la familia de la víctima, generar reporte en el portal SiseVe y comunicar a las autoridades responsables de atender el Estado de Emergencia. ",https://www.ugelcastilla.gob.pe/wp-content/uploads/2020/07/Orientaciones-para-la-atenci%C3%B3n-de-casos-de-violencia-durante-el-Estado-de-Emergencia.pdf,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Orientaciones para la prevención o atención de casos de violencia contra la mujer e integrantes del grupo familiar,Violencia Doméstica/VIF,Productos/Recursos,10/05/2020,Prevención,"Infografías, folletos, spots y vídeos con información para prevenir y atender casos de violencia doméstica, promover la igualdad en tareas del hogar e identificar conductas de violencia.",https://observatorioviolencia.pe/el-observatorio/nuevocovid19/#1588647099723-b9a7ccb8-9220,
CL,Chile,CL,Superintendencia de Educación,Orientaciones para prevenir el ciberacoso - Rol de los adultos y del establecimiento educacional,Ciberbullying,Proyectos/Iniciativas,01/07/2020,Prevención,"Guía informativa sobre el ciberbullying: definición, legislación vigente, y acciones de prevención y denuncia para establecimientos educacionales y familias. ",https://www.supereduc.cl/wp-content/uploads/2020/07/orientaciones_ciberacoso-final-23.07.pdf,
CO,Colombia,CO,Ministerio de Salud,Orientaciones técnicas para abordar los efectos de la pandemia por COVID-19 en la fecundidad,Violencia Doméstica/VIF,Proyectos/Iniciativas,21/04/2020,Atención y respuesta,Recomendaciones para la prevención y atención de la violencia física y violencia sexual ante la situación de permanencia en el entorno hogar.,https://www.minsalud.gov.co/Ministerio/Institucional/Procesos%20y%20procedimientos/GIPS25.pdf,
PE,Perú,PE,Ministerio de Educación,Página web para denunciar en línea ciberacoso,Ciberbullying,Proyectos/Iniciativas,-,Integral,"Sitio web especializado para prevenir, atender y reportar casos de ciberacoso. Contiene recursos educativos, estadísticos y normativos. ",http://www.siseve.pe/web/,
#N/D,Organismo Internacional ,OI,ONU Mujeres,Panamá: Análisis preliminar sobre el impacto de la pandemia del COVID-19 en las mujeres,Violencia Doméstica/VIF,Productos/Recursos,-,Recomendaciones,Diagnóstico y recomendaciones para la reactivación económica y social.,https://www2.unwomen.org/-/media/field%20office%20americas/documentos/publicaciones/2020/05/06/panama%20impacto%20de%20la%20pandemia%20covid19%20en%20las%20mujeres%20final.pdf?la=es&vs=4024,
CO,Colombia,CO,Policía Nacional,Patrulla en Casa,Violencia Doméstica/VIF,Proyectos/Iniciativas,09/04/2020,Prevención,"Campañas para prevenir casos de violencia contra la mujer, familia y género. Los uniformados llevaban mensajes a las familias a través de perifoneo, donde hacían un llamado a la tolerancia, el respeto, la sana convivencia y la solución de conflictos a través del dialogo para evitar afectaciones a la integridad de las personas que conforman los hogares, generando espacios de conciliación, amor y armonía.",https://www.policia.gov.co/noticia/creado-grupo-especial-atencion-mujer-y-familia-patrulla-casa,
PE,Perú,PE,Ministerio de Educación,Pautas para prevenir y atender el ciberbullying durante el estado de emergencia,Ciberbullying,Productos/Recursos,26/04/2020,Prevención,Integra el concepto de ciberacoso o ciberbullying y cómo se manifiesta en el entorno escolar. Orientaciones para padres y madres de familia para identificarlo y atenderlo. ,http://ugelsanignacio.gob.pe/sites/default/files/documentos/comunicados/PAUTAS%20PARA%20ATENDER%20Y%20PREVENIR%20EL%20CIBERBULLYING%20-SI.pdf,http://www.ugeltacna.gob.pe/resources/image/documentos/ORIENTACIONEs-ATENCI0N-CASOS-VIOLENCIA.pdf
PY,Paraguay,PY,Ministerio de Educación,Plan Común de asignaturas,Ciberbullying,Proyectos/Iniciativas,11/08/2020,Prevención,Asignatura de Lengua Castellana y Literatura de segundo curso de bachillerato científico incluye aspectos prácticos e informativos sobre ciberbullying.,https://dw-recursos.mec.gov.py/dw-recursos//system/materiales_academicos/materiales/000/007/277/original/LENGUA_CASTELLANA_Y_LITERATURA_2%C2%B0_CURSO-PLAN_COM%C3%9AN.pdf?1597095450,https://dw-recursos.mec.gov.py/dw-recursos/system/materiales_academicos/materiales/000/006/681/original/LENGUA_CASTELLANA_Y_LITERATURA_3%C2%BA_CURSO_CORREGIDO.pdf?1596480240
PA,Panamá,PA,Ministerio de Desarrollo Social ,Plan de reactivación económica. Propuesta de medidas para la reactivación económica con enfoque de género ,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/07/2020,Atención y respuesta,"Medidas dirigidas para atender y proteger contra la violencia contra las mujeres. 
- Implementar sistemas de ayuda especiales (bonos o similares) para mujeres jefas de hogar. 
- Incorporar en los programas de transferencia monetarias u otros sistemas de ayudas a las mujeres víctimas de violencia.",https://www.mides.gob.pa/wp-content/uploads/2020/07/BID_Plan-Reactivacio%C3%ACn-Econo%C3%ACmica.pdf,
#N/D,Organismo Internacional ,OI,ONU - Bolivia,Plan de respuesta de Sistema de naciones Unidas en Bolivia frente al COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,-,Atención y respuesta,Plan de respuesta del Sistema de Naciones Unidas en Bolivia frente al COVID-19.,http://www.nu.org.bo/wp-content/uploads/2020/03/BO-Plan-de-respuesta-corto-plazo-COVID-SNU-25052020-2.pdf,
